mcap_bie2019;dur_mat2019;cau_div2019;sexo_1.2019;niv_inst1.2019;p_etnica1.2019;edad_1.2019;sexo_2.2019;p_etnica2.2019;niv_inst2.2019;edad_2.2019;mcap_bie2021;dur_mat2021;cau_div2021;sexo_1.2021;p_etnica1.2021;niv_inst1.2021;edad_1.2021;sexo_2.2021;p_etnica2.2021;niv_inst2.2021;edad_2.2021;mcap_bie2022;dur_mat2022;cau_div2022;sexo_1;p_etnica1.2022;niv_inst1.2022;edad_1.2022;sexo_2;p_etnica2.2022;niv_inst2.2022;edad_2.2022
Si;32;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;52;Mujer;Mestizo; Superior Universitario;53; No;6;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;31;Mujer;Mestizo; Superior Universitario;29; No;51;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;80;Mujer;Mestizo; Secundaria;73
No;25;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Primaria;Mestizo;56;Mujer;Mestizo; Primaria;47; No;49;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior Universitario;72;Mujer;Mestizo; Educación media / Bachillerato;70; Sin informacion;30;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Secundaria;60;Hombre;Mestizo; Secundaria;70
No;12;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;40;Mujer;Mestizo; Secundaria;31; No;44;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación Básica;68;Mujer;Mestizo; Educación Básica;80; No;10;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;33;Hombre;Mestizo; Educación media / Bachillerato;35
No;2;Por mutuo consentimiento via notarial;Hombre; Superior Universitario;Mestizo;47;Mujer;Mestizo; Educacion media o Bachillerato;44; No;2;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;33;Mujer;Mestizo; Secundaria;30; No;40;Por mutuo consentimiento via notarial;Mujer;Mestizo; Superior Universitario;63;Hombre;Mestizo; Educación media / Bachillerato;61
No;15;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;37;Mujer;Mestizo; Secundaria;42; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Educación media / Bachillerato;51;Hombre;Mestizo; Educación media / Bachillerato;54; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación Básica;32;Hombre;Mestizo; Educación media / Bachillerato;29
No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Superior Universitario;Mestizo;49;Mujer;Mestizo; Superior Universitario;44; No;5;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Mujer;Mestizo; Secundaria;32;Hombre;Mestizo; Secundaria;31; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación media / Bachillerato;58;Hombre;Mestizo; Educación media / Bachillerato;52
No;35;Por mutuo consentimiento via notarial;Hombre; Secundaria;Mestizo;55;Mujer;Mestizo; Primaria;56; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Secundaria;48;Hombre;Mestizo; Superior Universitario;34; No;11;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;73;Mujer;Mestizo; Educación media / Bachillerato;49
No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Superior Universitario;Mestizo;28;Mujer;Mestizo; Superior Universitario;23; No;43;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;64;Hombre;Mestizo; Educación media / Bachillerato;64; No;24;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;49;Mujer;Mestizo; Educación media / Bachillerato;42
No;28;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;62;Mujer;Mestizo; Educacion media o Bachillerato;46; No;1;Por mutuo consentimiento via judicial;Mujer;Sin información; Superior Universitario;24;Hombre;Sin información; Superior Universitario;23; No;21;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;42;Mujer;Mestizo; Educación media / Bachillerato;41
No;23;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;47;Mujer;Mestizo; Educacion media o Bachillerato;45; No;5;Por mutuo consentimiento via judicial;Mujer;Sin información; Educación media / Bachillerato;25;Hombre;Sin información; Educación media / Bachillerato;24; No;32;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;50;Mujer;Mestizo; Secundaria;48
No;4;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;54;Mujer;Mestizo; Secundaria;43; No;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Educación Básica;42;Hombre;Mestizo; Educación Básica;30; Sin informacion;7;Por mutuo consentimiento via notarial;Hombre;Sin información; Sin información;70;Mujer;Mestizo; Educación media / Bachillerato;40
No;5;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;33;Mujer;Mestizo; Secundaria;31; No;23;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;55;Hombre;Mestizo; Secundaria;40; Sin informacion;25;Por mutuo consentimiento via notarial;Hombre;Otro; Educación Básica;45;Mujer;Otro; Educación Básica;52
No;34;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Superior Universitario;Mestizo;68;Mujer;Mestizo; Superior Universitario;68; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Primaria;43;Hombre;Mestizo; Secundaria;41; Sin informacion;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación Básica;36;Mujer;Mestizo; Educación Básica;34
No;31;Por mutuo consentimiento via notarial;Hombre; Secundaria;Mestizo;54;Mujer;Mestizo; Primaria;53; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Primaria;61;Hombre;Mestizo; Primaria;49; Sin informacion;35; Sin informacion;Hombre;Mestizo; Primaria;54;Mujer;Mestizo; Primaria;50
No;5;Por mutuo consentimiento via notarial;Hombre; Secundaria;Mestizo;40;Mujer;Mestizo; Secundaria;38; No;18;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;38;Mujer;Mestizo; Secundaria;36; No;34;Por mutuo consentimiento via notarial;Hombre;Blanco; Superior no Universitario;63;Mujer;Blanco; Superior no Universitario;64
No;45;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Superior Universitario;Mestizo;68;Mujer;Mestizo; Secundaria;73; No;9;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;59;Mujer;Mestizo; Superior no Universitario;55; No;18;Por mutuo consentimiento via judicial;Hombre;Blanco; Superior no Universitario;47;Mujer;Blanco; Superior no Universitario;44
No;15;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Educacion media o Bachillerato;Mestizo;42;Mujer;Mestizo; Educacion media o Bachillerato;43; No;20;Por mutuo consentimiento via judicial;Mujer;Mestizo; Primaria;41;Mujer;Mestizo; Primaria;42; No;0;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;50;Mujer;Mestizo; Educación media / Bachillerato;66
No;8;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;30;Mujer;Mestizo; Superior Universitario;31; No;14;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;38;Mujer;Mestizo; Superior Universitario;39; No;6;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;41;Mujer;Mestizo; Educación media / Bachillerato;29
No;14;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;36;Mujer;Mestizo; Secundaria;42; No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Primaria;49;Mujer;Mestizo; Secundaria;66; No;2;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;39;Mujer;Mestizo; Superior Universitario;43
No;6;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;52;Hombre;Mestizo; Educacion media o Bachillerato;28; No;12;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;36;Hombre;Mestizo; Superior Universitario;31; No;20;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Educación media / Bachillerato;36
No;4;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;57;Mujer;Mestizo; Secundaria;42; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;65;Mujer;Mestizo; Educación media / Bachillerato;43; Sin informacion;15;Por mutuo consentimiento via notarial;Hombre;Blanco; Secundaria;40;Mujer;Negro; Educación media / Bachillerato;35
No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Primaria;Mestizo;53;Mujer;Mestizo; Primaria;43; No;45;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Primaria;70;Mujer;Mestizo; Primaria;83; No;5;Por mutuo consentimiento via judicial;Hombre;Blanco; Superior no Universitario;30;Mujer;Otro; Superior no Universitario;28
No;27;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;46;Mujer;Mestizo; Secundaria;43; No;21;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;56;Mujer;Mestizo; Superior Universitario;44; No;3;Por mutuo consentimiento via notarial;Hombre;Blanco; Superior Universitario;58;Mujer;Otro; Superior no Universitario;42
No;40;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Superior Universitario;Mestizo;63;Hombre;Mestizo; Superior Universitario;55; No;18;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;59;Mujer;Mestizo; Superior Universitario;62; No;8;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;Indígena; Educación media / Bachillerato;30;Mujer;Indígena; Secundaria;26
No;5;Por mutuo consentimiento via judicial;Mujer; Secundaria;Mestizo;26;Mujer;Mestizo; Superior Universitario;24; No;2;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;31;Mujer;Mestizo; Secundaria;33; No;37;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;57;Mujer;Montubio; Secundaria;55
No;3;Por mutuo consentimiento via notarial;Hombre; Superior Universitario;Mestizo;30;Mujer;Mestizo; Superior Universitario;29; No;6;Por mutuo consentimiento via judicial;Mujer;Mestizo; Superior Universitario;35;Hombre;Mestizo; Educación media / Bachillerato;35; No;6;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Educación media / Bachillerato;35
No;3;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;25;Mujer;Mestizo; Secundaria;22; No;7;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;31;Mujer;Mestizo; Secundaria;29; No;16;Por mutuo consentimiento via judicial;Hombre;Afroecuatoriano/afrodescendiente; Secundaria;37;Mujer;Afroecuatoriano/afrodescendiente; Secundaria;38
No;25;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;50;Mujer;Mestizo; Educacion media o Bachillerato;47; No;3;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;31;Mujer;Mestizo; Superior Universitario;23; No;16;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación Básica;39;Mujer;Mestizo; Educación media / Bachillerato;34
No;10;Por mutuo consentimiento via judicial;Mujer; Secundaria;Mestizo;37;Mujer;Mestizo; Educacion media o Bachillerato;26; No;7;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;35;Mujer;Mestizo; Primaria;28; No;31;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación Básica;58;Mujer;Mestizo; Educación media / Bachillerato;54
No;18;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;45;Mujer;Mestizo; Educacion media o Bachillerato;36; No;10;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;34;Mujer;Mestizo; Secundaria;33; No;27;Por mutuo consentimiento via notarial;Hombre;Mulato; Primaria;58;Mujer;Mulato; Jardín de Infantes;49
No;19;Por mutuo consentimiento via notarial;Hombre; Secundaria;Mestizo;46;Mujer;Mestizo; Secundaria;44; No;7;Por mutuo consentimiento via judicial;Mujer;Mestizo; Superior Universitario;26;Hombre;Mestizo; Educación media / Bachillerato;24; No;11;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;60;Hombre;Mestizo; Educación media / Bachillerato;51
No;3;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;43;Mujer;Mestizo; Educacion media o Bachillerato;41; No;26;Por mutuo consentimiento via judicial;Mujer;Mestizo; Primaria;48;Hombre;Mestizo; Secundaria;49; No;3;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;54;Hombre;Mestizo; Educación media / Bachillerato;55
No;13;Por mutuo consentimiento via judicial;Mujer; Educacion media o Bachillerato;Mestizo;52;Mujer;Mestizo; Educacion media o Bachillerato;34; No;15;Por mutuo consentimiento via judicial;Mujer;Mestizo; Superior Universitario;43;Hombre;Mestizo; Superior Universitario;37; No;24;Por mutuo consentimiento via notarial;Mujer;Mestizo; Jardín de Infantes;48;Hombre;Mestizo; Jardín de Infantes;43
No;4;Por mutuo consentimiento via notarial;Hombre; Secundaria;Mestizo;39;Mujer;Mestizo; Secundaria;44; No;2;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;75;Hombre;Mestizo; Primaria;54; No;25;Por mutuo consentimiento via notarial;Mujer;Mestizo; Secundaria;46;Hombre;Mestizo; Educación media / Bachillerato;42
No;11;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;31;Mujer;Mestizo; Secundaria;30; No;24;Por mutuo consentimiento via judicial;Mujer;Mestizo; Superior Universitario;77;Hombre;Mestizo; Superior Universitario;50; No;30;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación Básica;52;Hombre;Mestizo; Educación Básica;43
No;34;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;57;Mujer;Mestizo; Secundaria;57; No;13;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;37;Hombre;Mestizo; Educación media / Bachillerato;35; Sin informacion;28;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;56;Hombre;Mestizo; Secundaria;55
No;2;Por mutuo consentimiento via notarial;Hombre; Superior no Universitario;Mestizo;27;Mujer;Mestizo; Superior Universitario;24; No;27;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;58;Mujer;Mestizo; Educación media / Bachillerato;45; No;10;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;35;Hombre;Mestizo; Educación media / Bachillerato;30
No;41;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;60;Mujer;Mestizo; Superior Universitario;57; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;31;Mujer;Mestizo; Secundaria;27; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;27;Mujer;Mestizo; Superior no Universitario;24
No;3;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;28;Mujer;Mestizo; Secundaria;21; No;33;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;54;Mujer;Mestizo; Secundaria;55; No;4;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;29;Hombre;Mestizo; Educación media / Bachillerato;28
No;3;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;29;Mujer;Mestizo; Superior Universitario;29; No;5;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;40;Mujer;Mestizo; Superior Universitario;45; No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Superior Universitario;39;Mujer;Mestizo; Superior Universitario;35
No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;48;Mujer;Mestizo; Superior Universitario;51; No;4;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;26;Mujer;Mestizo; Primaria;26; No;20;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;50;Mujer;Mestizo; Superior Universitario;43
No;24;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;42;Mujer;Mestizo; Secundaria;39; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;48;Mujer;Mestizo; Secundaria;46; No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación Básica;46;Mujer;Mestizo; Educación Básica;49
No;18;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;50;Mujer;Mestizo; Secundaria;38; No;24;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;44;Mujer;Mestizo; Secundaria;43; No;5;Por mutuo consentimiento via notarial;Mujer;Mestizo; Superior Universitario;31;Hombre;Sin información; Superior Universitario;29
No;29;Por mutuo consentimiento via notarial;Hombre; Educacion Basica;Mestizo;50;Mujer;Mestizo; Secundaria;49; No;20;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;42;Mujer;Mestizo; Educación media / Bachillerato;47; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación Básica;39;Mujer;Mestizo; Educación media / Bachillerato;40
No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;49;Hombre;Mestizo; Secundaria;47; No;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;32;Mujer;Mestizo; Superior Universitario;32; No;9;Por mutuo consentimiento via notarial;Mujer;Mestizo; Superior no Universitario;38;Hombre;Mestizo; Educación media / Bachillerato;28
No;2;Por mutuo consentimiento via notarial;Hombre; Secundaria;Mestizo;39;Hombre;Mestizo; Primaria;42; No;48;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;73;Mujer;Mestizo; Secundaria;75; Sin informacion;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;55;Mujer;Mestizo; Superior Universitario;51
No;42;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Educacion media o Bachillerato;Mestizo;64;Hombre;Mestizo; Educacion media o Bachillerato;60; No;0;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;60;Hombre;Mestizo; Educación media / Bachillerato;51; No;9;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;34;Mujer;Mestizo; Educación media / Bachillerato;27
No;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;34;Hombre;Mestizo; Educacion media o Bachillerato;30; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Primaria;30;Mujer;Mestizo; Secundaria;28; No;7;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;Afroecuatoriano/afrodescendiente; Superior no Universitario;36;Mujer;Afroecuatoriano/afrodescendiente; Educación media / Bachillerato;31
No;32;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;51;Hombre;Mestizo; Educacion media o Bachillerato;49; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Primaria;31;Mujer;Mestizo; Primaria;33; No;6;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;33;Hombre;Mestizo; Secundaria;24
No;0;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;36;Hombre;Mestizo; Secundaria;25; No;20;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;40;Mujer;Mestizo; Secundaria;37; No;22;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;49;Hombre;Mestizo; Educación media / Bachillerato;52
No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Educacion media o Bachillerato;Mestizo;51;Hombre;Mestizo; Educacion media o Bachillerato;46; No;23; Sin informacion;Hombre;Mestizo; Superior Universitario;49;Mujer;Mestizo; Superior Universitario;41; No;11;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;41;Mujer;Mulato; Superior Universitario;37
No;24;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Sin informacion;43;Hombre;Sin informacion; Educacion media o Bachillerato;39; No;6;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;29;Mujer;Mestizo; Superior Universitario;27; No;3;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;28;Mujer;Mestizo; Superior Universitario;25
No;8;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Sin informacion;29;Hombre;Sin informacion; Educacion media o Bachillerato;26; No;3;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;30;Mujer;Mestizo; Superior Universitario;22; Sin informacion;11; Sin informacion;Mujer;Indígena; Sin información;36;Hombre;Mestizo; Sin información;32
No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion Basica;Mestizo;34;Hombre;Sin informacion; Educacion Basica;48; No;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Secundaria;43;Hombre;Mestizo; Secundaria;34; No;16;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;48;Mujer;Mestizo; Educación media / Bachillerato;42
No;22;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Sin informacion;42;Hombre;Sin informacion; Educacion media o Bachillerato;41; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;33;Mujer;Mestizo; Educación media / Bachillerato;30; Sin informacion;13;Los tratos crueles o violencia contra la mujer o miembros del nucleo familiar;Hombre;Mestizo; Educación media / Bachillerato;36;Mujer;Mestizo; Educación media / Bachillerato;34
No;7;Por mutuo consentimiento via judicial;Mujer; Educacion media o Bachillerato;Sin informacion;26;Hombre;Sin informacion; Educacion media o Bachillerato;27; No;31;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;55;Mujer;Mestizo; Educación media / Bachillerato;49; No;37;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;62;Hombre;Mestizo; Secundaria;58
No;6;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;32;Hombre;Mestizo; Secundaria;27; No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;53;Mujer;Mestizo; Educación media / Bachillerato;44; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación Básica;46;Hombre;Mestizo; Educación media / Bachillerato;44
No;42;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Superior Universitario;Mestizo;65;Hombre;Mestizo; Superior Universitario;69; No;17;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;37;Mujer;Mestizo; Secundaria;35; No;0;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;48;Mujer;Mestizo; Educación media / Bachillerato;36
No;11;Por mutuo consentimiento via notarial;Mujer; Secundaria;Mestizo;40;Hombre;Mestizo; Secundaria;44; No;30;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;56;Mujer;Mestizo; Educación media / Bachillerato;50; No;0;Por mutuo consentimiento via judicial;Hombre;Mulato; Secundaria;38;Mujer;Afroecuatoriano/afrodescendiente; Educación media / Bachillerato;24
No;8;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;44;Hombre;Mestizo; Primaria;37; No;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Educación media / Bachillerato;44;Hombre;Mestizo; Educación media / Bachillerato;32; No;10;Por mutuo consentimiento via judicial;Hombre;Indígena; Educación media / Bachillerato;33;Mujer;Indígena; Educación media / Bachillerato;28
No;4;Por mutuo consentimiento via judicial;Hombre; Superior no Universitario;Mestizo;28;Hombre;Mestizo; Superior Universitario;23; No;0;Por mutuo consentimiento via notarial;Mujer;Mestizo; Secundaria;28;Hombre;Mestizo; Secundaria;29; No;5;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;33;Mujer;Mestizo; Educación media / Bachillerato;30
No;2;Por mutuo consentimiento via notarial;Mujer; Primaria;Mestizo;23;Mujer;Mestizo; Primaria;21; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;57;Mujer;Mestizo; Secundaria;49; No;35;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;59;Mujer;Mestizo; Educación media / Bachillerato;58
No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Primaria;Mestizo;47;Mujer;Mestizo; Primaria;40; No;22;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;51;Mujer;Mestizo; Secundaria;46; No;9;Por mutuo consentimiento via judicial;Mujer;Montubio; Educación media / Bachillerato;52;Hombre;Montubio; Educación media / Bachillerato;44
No;21;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;42;Mujer;Mestizo; Educacion media o Bachillerato;47; No;2;Por mutuo consentimiento via judicial;Mujer;Mestizo; Superior no Universitario;44;Hombre;Mestizo; Superior Universitario;26; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación media / Bachillerato;25;Hombre;Mestizo; Educación media / Bachillerato;26
No;8;Por mutuo consentimiento via judicial;Mujer; Secundaria;Mestizo;36;Mujer;Mestizo; Secundaria;31; No;26;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;47;Mujer;Mestizo; Superior Universitario;40; No;12;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;37;Hombre;Mestizo; Superior no Universitario;37
