prov_insc;cant_insc;parr_insc;fecha_mat;mcap_bie;dur_mat;cau_div;sexo_1;fecha_nac1;edad_1;p_etnica1;niv_inst1;sexo_2;fecha_nac2;edad_2;p_etnica2;niv_inst2
Canar;Azogues;Azogues;24/6/2010; No;9;Los tratos crueles o violencia contra la mujer o miembros del nucleo familiar;Hombre;10/1/1986;35;Sin informacion; Educacion media o Bachillerato;Mujer;19/7/1991;29;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;19/2/2003; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;21/1/1978;43;Mestizo; Primaria;Mujer;25/10/1981;39;Mestizo; Primaria
Canar;Azogues;Azogues;19/1/2006; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;27/11/1985;35;Mestizo; Educacion media o Bachillerato;Mujer;18/12/1985;35;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;10/9/2007; No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;28/9/1980;40;Mestizo; Primaria;Mujer;16/2/1983;37;Mestizo; Primaria
Canar;Azogues;Azogues;8/5/1998; No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;21/1/1976;45;Mestizo; Primaria;Mujer;20/4/1980;40;Mestizo; Primaria
Canar;Azogues;Azogues;27/4/2006; No;14;Por mutuo consentimiento via judicial;Hombre;28/9/1976;44;Mestizo; Primaria;Mujer;4/5/1971;49;Mestizo; Primaria
Canar;Azogues;Azogues;27/8/2015; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;4/9/1990;30;Mestizo; Educacion media o Bachillerato;Mujer;10/2/1995;25;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;1/10/2018; No;2;Por mutuo consentimiento via judicial;Hombre;3/10/1988;32;Mestizo; Educacion media o Bachillerato;Mujer;19/7/1990;30;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;6/5/2016; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;26/8/1989;31;Mestizo; Primaria;Mujer;4/8/1985;35;Mestizo; Primaria
Canar;Azogues;Azogues;19/8/2004; No;10;Por mutuo consentimiento via judicial;Hombre;4/9/1984;36;Mestizo; Primaria;Mujer;30/1/1982;39;Mestizo; Primaria
Canar;Azogues;Azogues;9/7/2004; No;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;2/10/1984;36;Mestizo; Primaria;Mujer;4/1/1990;31;Mestizo; Primaria
Canar;Azogues;Azogues;23/9/1994; No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;3/1/1975;46;Mestizo; Primaria;Mujer;10/2/1979;41;Mestizo; Primaria
Canar;Azogues;Azogues;10/1/1979; No;41;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;24/4/1958;62;Mestizo; Primaria;Mujer;28/7/1961;59;Mestizo; Primaria
Canar;Azogues;Azogues;21/8/2003; No;16;Por mutuo consentimiento via judicial;Hombre;28/5/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;2/5/1986;34;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;11/3/1998; No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;17/11/1977;43;Mestizo; Primaria;Mujer;25/12/1981;39;Mestizo; Primaria
Canar;Azogues;Azogues;3/5/2006; No;14;Por mutuo consentimiento via judicial;Hombre;18/6/1986;34;Mestizo; Educacion media o Bachillerato;Mujer;23/7/1983;37;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;18/5/2015; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;22/8/1992;28;Mestizo; Educacion media o Bachillerato;Mujer;3/2/1998;23;Montubio; Educacion media o Bachillerato
Canar;Azogues;Azogues;28/2/2020; No;0;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;18/9/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;25/6/1989;31;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;7/5/1992; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;31/5/1973;47;Mestizo; Primaria;Mujer;30/3/1974;46;Mestizo; Primaria
Canar;Azogues;Azogues;23/8/2002; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;8/11/1978;42;Mestizo; Primaria;Mujer;20/5/1982;38;Mestizo; Primaria
Canar;Azogues;Azogues;24/4/2015; No;4;Por mutuo consentimiento via judicial;Hombre;28/4/1982;38;Mestizo; Educacion media o Bachillerato;Mujer;17/12/1978;42;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;6/7/1992; No;28;Los tratos crueles o violencia contra la mujer o miembros del nucleo familiar;Hombre;18/3/1966;54;Mestizo; Primaria;Mujer;9/11/1977;43;Mestizo; Primaria
Canar;Azogues;Azogues;19/2/2013; No;7;Por mutuo consentimiento via judicial;Hombre;11/11/1980;40;Mestizo; Educacion media o Bachillerato;Mujer;10/3/1988;32;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;17/11/2010; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;17/7/1990;30;Mestizo; Primaria;Mujer;17/11/1992;28;Mestizo; Primaria
Canar;Azogues;Azogues;29/5/1992; No;28;Por mutuo consentimiento via notarial;Hombre;11/2/1967;54;Mestizo; Primaria;Mujer;6/12/1971;49;Mestizo; Primaria
Canar;Azogues;Azogues;5/11/2004; No;14;Por mutuo consentimiento via judicial;Hombre;29/9/1986;34;Mestizo; Superior Universitario;Mujer;1/1/1985;36;Mestizo; Superior Universitario
Canar;Azogues;Azogues;6/12/2007; No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/1/1986;35;Sin informacion; Primaria;Mujer;15/9/1990;30;Mestizo; Primaria
Canar;Azogues;Azogues;12/12/1991; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;24/4/1965;55;Mestizo; Primaria;Mujer;22/10/1966;54;Mestizo; Primaria
Canar;Azogues;Azogues;9/11/2001; No;19;Por mutuo consentimiento via judicial;Hombre;13/10/1975;45;Mestizo; Primaria;Mujer;9/9/1982;38;Mestizo; Primaria
Canar;Azogues;Azogues;15/11/2019; No;1;Por mutuo consentimiento via notarial;Hombre;8/2/1988;33;Mestizo; Educacion media o Bachillerato;Mujer;11/8/1988;32;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;9/5/1981; No;39;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;11/1/1960;61;Mestizo; Primaria;Mujer;15/11/1963;57;Mestizo; Primaria
Canar;Azogues;Azogues;2/10/1974; No;46;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;29/10/1954;66;Mestizo; Primaria;Mujer;15/8/1956;64;Mestizo; Primaria
Canar;Azogues;Azogues;20/6/2011; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;11/11/1989;31;Mestizo; Primaria;Mujer;1/4/1990;30;Mestizo; Primaria
Canar;Azogues;Azogues;2/12/1986; No;34;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;26/1/1965;56;Mestizo; Educacion media o Bachillerato;Mujer;1/1/1965;56;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;10/9/1964; No;54;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;8/7/1941;79;Mestizo; Primaria;Mujer;5/9/1947;73;Mestizo; Primaria
Canar;Azogues;Azogues;7/6/2010; No;10;Por mutuo consentimiento via judicial;Hombre;16/8/1991;29;Mestizo; Primaria;Mujer;3/3/1994;26;Mestizo; Primaria
Canar;Azogues;Azogues;20/1/2010; No;11;Por mutuo consentimiento via judicial;Hombre;23/6/1989;31;Mestizo; Superior Universitario;Mujer;6/5/1990;30;Mestizo; Superior Universitario
Canar;Azogues;Azogues;11/12/2002; No;18;Por mutuo consentimiento via judicial;Hombre;17/6/1986;34;Mestizo; Primaria;Mujer;2/10/1981;39;Mestizo; Primaria
Canar;Azogues;Azogues;13/6/1996; No;24; Sin informacion;Hombre;22/3/1978;42;Sin informacion; Primaria;Mujer;22/10/1979;41;Mestizo; Primaria
Canar;Azogues;Azogues;5/1/2017; No;3;Por mutuo consentimiento via judicial;Hombre;19/9/1994;26;Mestizo; Primaria;Mujer;20/8/1995;25;Mestizo; Primaria
Canar;Azogues;Azogues;18/1/1988; No;32;Por mutuo consentimiento via notarial;Hombre;9/5/1968;52;Mestizo; Primaria;Mujer;24/9/1969;51;Mestizo; Primaria
Canar;Azogues;Azogues;25/7/2013; Sin informacion;7;Por mutuo consentimiento via judicial;Hombre;26/8/1991;29;Mestizo; Primaria;Mujer;19/7/1997;23;Mestizo; Primaria
Canar;Azogues;Azogues;25/9/1990; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;27/9/1972;48;Mestizo; Primaria;Mujer;15/7/1973;47;Mestizo; Primaria
Canar;Azogues;Azogues;6/9/1999; No;21;Las amenazas graves de un conyuge contra la vida del otro;Hombre;29/5/1968;52;Mestizo; Educacion media o Bachillerato;Mujer;4/5/1969;51;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;28/8/2003; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;14/4/1982;38;Mestizo; Primaria;Mujer;3/12/1985;35;Mestizo; Primaria
Canar;Azogues;Azogues;22/1/1985; No;34;Por mutuo consentimiento via judicial;Hombre;13/9/1966;54;Mestizo; Jardin de Infantes;Mujer;10/7/1968;52;Mestizo; Primaria
Canar;Azogues;Azogues;17/8/2010; No;10;Por mutuo consentimiento via judicial;Hombre;14/12/1989;31;Mestizo; Superior Universitario;Mujer;17/10/1991;29;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;7/9/2016; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;18/7/1988;32;Mestizo; Educacion media o Bachillerato;Mujer;12/10/1986;34;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;14/3/2008; No;9;Por mutuo consentimiento via judicial;Hombre;3/2/1983;38;Mestizo; Primaria;Mujer;9/3/1990;30;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;25/6/1976; No;44;Por mutuo consentimiento via notarial;Hombre;12/1/1952;69;Mestizo; Primaria;Mujer;2/8/1956;64;Mestizo; Primaria
Canar;Azogues;Azogues;15/2/1998; Sin informacion;22;Por mutuo consentimiento via notarial;Hombre;15/8/1955;65;Mestizo; Primaria;Mujer;20/4/1952;68;Mestizo; Primaria
Canar;Azogues;Azogues;7/6/2002; No;18;Los tratos crueles o violencia contra la mujer o miembros del nucleo familiar;Hombre;2/7/1980;40;Mestizo; Primaria;Mujer;18/2/1982;39;Mestizo; Primaria
Canar;Azogues;Azogues;30/1/2002; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;26/5/1980;40;Mestizo; Primaria;Mujer;2/3/1979;41;Mestizo; Primaria
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;6/7/2000; No;20;Por mutuo consentimiento via judicial;Hombre;6/10/1982;38;Indigena; Educacion media o Bachillerato;Mujer;7/9/1980;40;Indigena; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;11/11/2005; No;15;Por mutuo consentimiento via notarial;Hombre;8/4/1983;37;Mestizo; Educacion media o Bachillerato;Mujer;5/2/1982;39;Mestizo; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;6/7/1990; No;30;Por mutuo consentimiento via notarial;Hombre;29/4/1964;56;Mestizo; Superior Universitario;Mujer;31/5/1967;53;Mestizo; Superior Universitario
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;7/10/2002; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;30/5/1974;46;Mestizo; Educacion media o Bachillerato;Mujer;5/8/1973;47;Mestizo; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;27/4/2018; No;2;Por mutuo consentimiento via notarial;Hombre;12/3/1987;33;Mestizo; Superior Universitario;Mujer;22/7/1995;25;Mestizo; Superior no Universitario
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;9/11/2007; No;13;Por mutuo consentimiento via notarial;Hombre;1/7/1979;41;Mestizo; Superior Universitario;Mujer;11/7/1980;40;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;7/7/2009; No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;11/12/1969;51;Mestizo; Educacion media o Bachillerato;Mujer;9/9/1961;59;Mestizo; Primaria
Canar;Azogues;Azogues;10/4/2003; No;17;Por mutuo consentimiento via judicial;Hombre;28/4/1986;34;Indigena; Primaria;Mujer;15/11/1983;37;Indigena; Primaria
Canar;Azogues;Azogues;24/8/2016; No;4;Por mutuo consentimiento via judicial;Hombre;15/10/1993;27;Mestizo; Educacion media o Bachillerato;Mujer;23/4/1990;30;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;25/8/1997; No;23;Por mutuo consentimiento via judicial;Hombre;22/2/1963;58;Mestizo; Primaria;Mujer;20/7/1976;44;Mestizo; Primaria
Canar;Azogues;Azogues;29/1/2016; No;4;Por mutuo consentimiento via judicial;Hombre;2/2/1994;27;Mestizo; Primaria;Mujer;10/12/1993;27;Mestizo; Primaria
Morona Santiago;Gualaquiza;Gualaquiza;29/6/2000; No;19;Por mutuo consentimiento via judicial;Hombre;23/2/1978;42;Indigena; Primaria;Mujer;12/8/1982;38;Mestizo; Primaria
Morona Santiago;Gualaquiza;Gualaquiza;8/10/1993; No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;11/5/1969;51;Indigena; Primaria;Mujer;14/11/1970;50;Indigena; Primaria
Morona Santiago;Gualaquiza;Gualaquiza;19/12/2015; No;4;Por mutuo consentimiento via notarial;Hombre;23/2/1989;31;Mestizo; Secundaria;Mujer;1/6/1990;30;Mestizo; Secundaria
Morona Santiago;Gualaquiza;Gualaquiza;5/11/1990; No;29;Por mutuo consentimiento via judicial;Hombre;20/2/1969;51;Mestizo; Primaria;Mujer;1/5/1974;46;Mestizo; Primaria
Morona Santiago;Gualaquiza;Gualaquiza;26/7/2016; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;18/5/1976;44;Mestizo; Educacion media o Bachillerato;Mujer;7/1/1982;39;Mestizo; Educacion media o Bachillerato
Morona Santiago;Santiago;Santiago de Mendez, cabecera cantonal;12/9/1996; No;24;Por mutuo consentimiento via notarial;Hombre;13/5/1962;58;Mestizo; Educacion Basica;Mujer;11/11/1973;47;Indigena; Educacion Basica
Morona Santiago;Santiago;Santiago de Mendez, cabecera cantonal;31/12/1965; No;55;Por mutuo consentimiento via notarial;Hombre;19/7/1943;77;Mestizo; Primaria;Mujer;6/6/1947;73;Mestizo; Primaria
Morona Santiago;Sucua;Sucua, cabecera cantonal;9/3/2001; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/10/1967;53;Mestizo; Primaria;Mujer;19/1/1973;48;Mestizo; Primaria
Morona Santiago;Sucua;Sucua, cabecera cantonal;17/3/2014; No;6;Por mutuo consentimiento via notarial;Hombre;7/7/1966;54;Mestizo; Educacion media o Bachillerato;Mujer;11/1/1983;38;Mestizo; Educacion Basica
Zamora Chinchipe;Zamora;Zamora;21/8/2020; No;0;Por mutuo consentimiento via notarial;Hombre;29/11/1988;32;Mestizo; Superior no Universitario;Mujer;27/6/1981;39;Mestizo; Superior no Universitario
Zamora Chinchipe;Zamora;Zamora;1/11/2005; No;15;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;4/6/1969;51;Mestizo; Educacion Basica;Mujer;2/6/1975;45;Mestizo; Superior Universitario
Zamora Chinchipe;Zamora;Zamora;18/11/2009; No;11;Por mutuo consentimiento via notarial;Hombre;7/12/1988;32;Mestizo; Educacion media o Bachillerato;Mujer;25/2/1993;27;Mestizo; Educacion media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;18/2/2003; No;17;Por mutuo consentimiento via judicial;Hombre;19/3/1977;43;Mestizo; Primaria;Mujer;2/4/1984;36;Mestizo; Secundaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;10/6/2002; No;17;Por mutuo consentimiento via judicial;Hombre;15/9/1979;41;Mestizo; Primaria;Mujer;15/8/1982;38;Mestizo; Secundaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;10/11/2016; No;4;Por mutuo consentimiento via notarial;Hombre;1/1/1984;37;Mestizo; Secundaria;Mujer;15/4/1972;48;Mestizo; Superior Universitario
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;12/3/2009; No;11;Por mutuo consentimiento via judicial;Hombre;25/8/1990;30;Mestizo; Primaria;Mujer;14/5/1988;32;Mestizo; Superior Universitario
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal;2/3/2018; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;23/8/1997;23;Mestizo; Secundaria;Mujer;1/1/1996;25;Mestizo; Secundaria
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal;9/1/2006; No;15;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;22/6/1982;38;Mestizo; Superior Universitario;Mujer;24/6/1983;37;Mestizo; Superior Universitario
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal;5/1/2007; No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;22/12/1976;44;Indigena; Primaria;Mujer;14/2/1966;54;Indigena; Primaria
Zamora Chinchipe;Zamora;Zamora;25/9/1992; No;28;Por mutuo consentimiento via notarial;Hombre;26/4/1969;51;Mestizo; Educacion media o Bachillerato;Mujer;15/11/1972;48;Mestizo; Educacion media o Bachillerato
Morona Santiago;Palora;Palora (Metzera),cabecera cantonal;4/11/1992; No;28;Por mutuo consentimiento via notarial;Hombre;8/12/1960;60;Mestizo; Educacion Basica;Mujer;17/1/1960;61;Mestizo; Educacion Basica
Azuay;Cuenca;El Batan;8/3/2013; No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;7/6/1996;24;Mestizo; Secundaria;Mujer;10/7/1992;28;Mestizo; Secundaria
Azuay;Cuenca;El Batan;16/2/2018; No;2;Por mutuo consentimiento via judicial;Hombre;5/4/1990;30;Mestizo; Superior no Universitario;Mujer;8/11/1996;24;Mestizo; Secundaria
Azuay;Cuenca;El Batan;28/4/2000; No;20;Por mutuo consentimiento via judicial;Hombre;18/9/1979;41;Mestizo; Secundaria;Mujer;11/1/1980;41;Montubio; Secundaria
Azuay;Cuenca;El Batan;4/8/1999; No;21; Sin informacion;Hombre;5/6/1980;40;Mestizo; Superior Universitario;Mujer;2/6/1982;38;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;2/5/2001; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/7/1973;47;Mestizo; Superior no Universitario;Mujer;10/6/1973;47;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;12/5/2015; No;5;Por mutuo consentimiento via notarial;Hombre;19/2/1967;54;Mulato; Secundaria;Mujer;12/5/1967;53;Montubio; Secundaria
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal;10/2/2017; No;4;Por mutuo consentimiento via notarial;Hombre;19/7/1986;34;Mestizo; Secundaria;Mujer;2/5/1987;33;Mestizo; Secundaria
Azuay;Cuenca;El Batan;20/8/2011; No;9;Por mutuo consentimiento via judicial;Hombre;14/1/1977;44;Mestizo; Superior no Universitario;Mujer;1/11/1983;37;Mestizo; Superior no Universitario
Azuay;Cuenca;El Batan;30/8/2009; No;11; Sin informacion;Hombre;11/3/1980;40;Mestizo; Secundaria;Mujer;4/9/1988;32;Mestizo; Secundaria
Azuay;Cuenca;El Batan;9/3/2017; No;2;Por mutuo consentimiento via judicial;Hombre;13/3/1988;32;Mestizo; Superior no Universitario;Mujer;21/7/1986;34;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;14/9/2013; No;5; Sin informacion;Hombre;25/5/1990;30;Mestizo; Secundaria;Mujer;29/5/1991;29;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;7/1/1993; Sin informacion;28;Por mutuo consentimiento via notarial;Hombre;27/8/1973;47;Mestizo; Educacion Basica;Mujer;14/1/1971;50;Mestizo; Educacion Basica
Azuay;Cuenca;El Batan;10/1/2006; No;14;Por mutuo consentimiento via judicial;Hombre;18/3/1984;36;Mestizo; Secundaria;Mujer;16/9/1983;37;Mestizo; Secundaria
Azuay;Cuenca;El Batan;16/10/2014; No;5;Por mutuo consentimiento via judicial;Hombre;16/12/1975;45;Mestizo; Secundaria;Mujer;13/3/1986;34;Mestizo; Secundaria
Azuay;Cuenca;El Batan;13/10/2005; No;15;Por mutuo consentimiento via notarial;Hombre;25/6/1967;53;Mestizo; Superior Universitario;Mujer;12/11/1981;39;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;8/11/2019; No;1;Por mutuo consentimiento via judicial;Hombre;26/8/1996;24;Mestizo; Superior Universitario;Mujer;16/10/1997;23;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;5/12/2013; No;7;Por mutuo consentimiento via judicial;Hombre;27/11/1990;30;Mestizo; Primaria;Mujer;24/2/1990;31;Mestizo; Secundaria
Azuay;Cuenca;El Batan;29/10/2010; Sin informacion;9;Por mutuo consentimiento via judicial;Hombre;28/8/1982;38;Mestizo; Educacion Basica;Mujer;10/2/1980;41;Mestizo; Educacion Basica
Azuay;Cuenca;El Batan;4/7/1981; No;39;Por mutuo consentimiento via notarial;Hombre;8/6/1963;57;Mestizo; Primaria;Mujer;18/7/1959;61;Mestizo; Primaria
Azuay;Cuenca;El Batan;4/3/2016; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;10/9/1994;26;Mestizo; Educacion media o Bachillerato;Mujer;24/4/1994;26;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;26/1/1999; No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;2/3/1969;52;Mestizo; Superior Universitario;Mujer;4/2/1972;49;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;14/12/2015; Sin informacion;4;Por mutuo consentimiento via notarial;Hombre;30/11/1986;34;Mestizo; Superior no Universitario;Mujer;9/11/1993;27;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;9/10/2018; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;2/2/1999;22;Blanco; Educacion media o Bachillerato;Mujer;25/6/1998;22;Blanco; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;12/4/2018; Sin informacion;2;Por mutuo consentimiento via notarial;Hombre;27/3/1982;38;Indigena; Educacion Basica;Mujer;15/6/1998;22;Sin informacion; Educacion Basica
Azuay;Cuenca;El Batan;16/9/2010; No;10;Por mutuo consentimiento via judicial;Hombre;7/10/1981;39;Mestizo; Superior no Universitario;Mujer;7/10/1987;33;Mestizo; Superior no Universitario
Azuay;Cuenca;El Batan;11/3/2005; No;15;Por mutuo consentimiento via judicial;Hombre;22/7/1981;39;Mestizo; Superior Universitario;Mujer;20/10/1976;44;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;18/5/2005; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;5/2/1983;38;Mestizo; Superior no Universitario;Mujer;27/12/1984;36;Mestizo; Secundaria
Azuay;Cuenca;El Batan;2/7/2004; No;16;Por mutuo consentimiento via judicial;Hombre;2/1/1980;41;Mestizo; Superior Universitario;Mujer;12/4/1985;35;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;26/2/2018; Sin informacion;2;Por mutuo consentimiento via judicial;Hombre;11/8/1996;24;Mestizo; Educacion media o Bachillerato;Mujer;22/9/1993;27;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;15/5/2015; Sin informacion;4;Por mutuo consentimiento via notarial;Hombre;8/12/1956;64;Mestizo; Superior Universitario;Mujer;9/10/1958;62;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;7/6/2007; No;13;Por mutuo consentimiento via judicial;Hombre;17/12/1984;36;Mestizo; Superior Universitario;Mujer;2/2/1985;36;Mestizo; Posgrado
Azuay;Cuenca;El Batan;16/8/2012; No;8;Por mutuo consentimiento via judicial;Hombre;23/6/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;23/3/1984;37;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;29/9/2020; No;0;Por mutuo consentimiento via notarial;Hombre;27/1/1984;37;Mestizo; Superior Universitario;Mujer;6/2/1989;32;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;19/6/2019; No;1;Por mutuo consentimiento via notarial;Hombre;25/8/1994;26;Mestizo; Superior Universitario;Mujer;6/4/1994;26;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;27/3/2015; Sin informacion;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;19/1/1963;58;Mestizo; Secundaria;Mujer;4/7/1979;41;Mestizo; Secundaria
Azuay;Cuenca;El Batan;1/3/2010; No;10;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;28/9/1993;27;Indigena; Primaria;Mujer;27/10/1995;25;Indigena; Primaria
Azuay;Cuenca;El Batan;29/1/2021; No;0;Por mutuo consentimiento via judicial;Hombre;27/7/1995;25;Mestizo; Secundaria;Mujer;5/1/2000;21;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;24/1/2007; No;11;Por mutuo consentimiento via judicial;Hombre;11/1/1982;39;Mestizo; Secundaria;Mujer;13/12/1985;35;Mestizo; Primaria
Azuay;Cuenca;El Batan;29/2/2000; Si;18;Por mutuo consentimiento via judicial;Hombre;29/12/1969;51;Montubio; Secundaria;Mujer;15/7/1971;49;Mulato; Secundaria
Azuay;Cuenca;El Batan;25/9/1996; No;24;Por mutuo consentimiento via judicial;Hombre;20/5/1972;48;Mestizo; Secundaria;Mujer;15/5/1974;46;Mestizo; Secundaria
Azuay;Cuenca;El Batan;2/5/2014; No;6;Por mutuo consentimiento via notarial;Hombre;17/4/1992;28;Mestizo; Secundaria;Mujer;8/4/1992;28;Mestizo; Secundaria
Azuay;Cuenca;El Batan;8/8/2001; No;19;Por mutuo consentimiento via notarial;Hombre;30/1/1980;41;Mestizo; Superior no Universitario;Mujer;10/3/1985;36;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;3/3/2017; No;4;Por mutuo consentimiento via notarial;Hombre;22/3/1980;41;Mestizo; Superior Universitario;Mujer;5/10/1990;30;Mestizo; Superior Universitario
